,Estado,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
1288,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,141.7,-10.1043,-36.256
1289,ALAGOAS,Mata Atlântica,-999.0,0.0,0.95,97.2,-10.2146,-36.5321
1290,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,288.7,-10.085,-36.2595
1291,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,102.5,-10.0845,-36.2866
1292,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,168.5,-10.1038,-36.2831
1293,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,225.6,-10.1043,-36.256
1294,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,109.4,-10.0042,-36.4623
1295,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,127.4,-10.085,-36.2595
1296,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,82.7,-10.0042,-36.4623
1297,RORAIMA,Amazônia,4.0,0.0,0.45,116.9,1.5229,-59.9305
1298,RORAIMA,Amazônia,6.0,0.32,0.3,57.4,2.215,-60.702
1299,RORAIMA,Amazônia,5.0,0.0,0.46,225.2,1.5046,-59.9306
1300,RORAIMA,Amazônia,7.0,0.0,0.48,95.8,1.4864,-59.9498
1301,RORAIMA,Amazônia,6.0,0.23,0.39,82.2,2.2333,-60.6828
1302,RORAIMA,Amazônia,6.0,0.5,0.29,73.8,2.2333,-60.7207
1303,RORAIMA,Amazônia,6.0,0.32,0.3,225.9,2.2333,-60.7018
1304,RORAIMA,Amazônia,1.0,0.0,0.62,56.2,1.9412,-60.8376
1305,RORAIMA,Amazônia,7.0,0.0,0.47,74.7,1.4864,-59.9308
1306,RORAIMA,Amazônia,1.0,0.0,0.4,73.7,1.9412,-60.8565
1307,RORAIMA,Amazônia,5.0,0.0,0.46,243.6,1.5046,-59.9497
1308,RORAIMA,Amazônia,4.0,0.0,0.45,130.1,1.5229,-59.9495
1309,RORAIMA,Amazônia,5.0,0.32,0.5,69.4,2.2515,-60.7015
1310,BAHIA,Caatinga,3.0,0.46,0.38,27.7,-9.81905,-38.10625
1311,PARAÍBA,Mata Atlântica,4.0,1.23,0.81,73.5,-6.87884,-35.15469
1312,ALAGOAS,Mata Atlântica,3.0,0.0,0.52,20.8,-9.22598,-35.56764
1313,ALAGOAS,Mata Atlântica,3.0,0.0,1.0,15.0,-9.23955,-35.58186
1314,PERNAMBUCO,Mata Atlântica,2.0,0.3,0.81,8.0,-8.48084,-35.11537
1315,BAHIA,Caatinga,3.0,0.42,0.68,47.1,-9.80807,-38.10299
1316,PARAÍBA,Mata Atlântica,4.0,1.18,0.96,17.7,-6.88405,-35.16203
1317,ALAGOAS,Caatinga,0.0,0.0,0.17,19.7,-9.6259,-36.97151
1318,PERNAMBUCO,Mata Atlântica,2.0,0.32,0.83,12.1,-8.48261,-35.12931
1319,PARAÍBA,Mata Atlântica,4.0,1.21,0.84,9.7,-6.88234,-35.14852
1320,ALAGOAS,Mata Atlântica,3.0,0.0,1.0,15.6,-9.23752,-35.56627
1321,ALAGOAS,Mata Atlântica,3.0,0.0,1.0,29.2,-9.23654,-35.57588
1322,ALAGOAS,Mata Atlântica,3.0,0.0,1.0,10.9,-9.25768,-35.5572
1323,ALAGOAS,Mata Atlântica,3.0,0.0,0.98,19.2,-9.23464,-35.56024
1324,ALAGOAS,Mata Atlântica,3.0,0.0,1.0,22.0,-9.25966,-35.57313
1325,PARAÍBA,Mata Atlântica,4.0,1.12,0.83,26.7,-6.88064,-35.16815
1326,RORAIMA,Amazônia,6.0,0.23,0.39,76.2,2.2333,-60.6828
1327,RORAIMA,Amazônia,7.0,0.0,0.48,112.7,1.4864,-59.9498
1328,RORAIMA,Amazônia,5.0,0.32,0.5,55.4,2.2515,-60.7015
1329,RORAIMA,Amazônia,4.0,0.0,0.45,105.4,1.5229,-59.9495
1330,RORAIMA,Amazônia,6.0,0.32,0.3,267.9,2.2333,-60.7018
1331,RORAIMA,Amazônia,6.0,0.32,0.3,72.7,2.215,-60.702
1332,RORAIMA,Amazônia,5.0,0.0,0.46,219.2,1.5046,-59.9306
1333,RORAIMA,Amazônia,6.0,0.5,0.29,52.7,2.2333,-60.7207
1334,RORAIMA,Amazônia,1.0,0.0,0.4,73.1,1.9412,-60.8565
1335,RORAIMA,Amazônia,1.0,0.0,0.62,54.8,1.9412,-60.8376
1336,ALAGOAS,Mata Atlântica,2.0,0.0,0.97,133.3,-9.6439,-36.1752
1337,ALAGOAS,Mata Atlântica,2.0,0.0,0.97,112.4,-9.6632,-36.1719
1338,RORAIMA,Amazônia,4.0,0.0,0.45,89.4,1.5229,-59.9305
1339,RORAIMA,Amazônia,5.0,0.0,0.46,249.4,1.5046,-59.9497
1340,RORAIMA,Amazônia,7.0,0.0,0.47,88.8,1.4864,-59.9308
1341,RORAIMA,Amazônia,1.0,0.0,0.62,54.1,1.9412,-60.8376
1342,RORAIMA,Amazônia,6.0,0.32,0.3,281.4,2.2333,-60.7018
1343,RORAIMA,Amazônia,6.0,0.32,0.3,61.5,2.215,-60.702
1344,RORAIMA,Amazônia,7.0,0.0,0.48,113.1,1.4864,-59.9498
1345,RORAIMA,Amazônia,7.0,0.0,0.47,98.6,1.4864,-59.9308
1346,RORAIMA,Amazônia,4.0,0.0,0.45,90.3,1.5229,-59.9495
1347,RORAIMA,Amazônia,6.0,0.23,0.39,87.0,2.2333,-60.6828
1348,RORAIMA,Amazônia,5.0,0.0,0.46,219.1,1.5046,-59.9306
1349,RORAIMA,Amazônia,1.0,0.0,0.4,68.9,1.9412,-60.8565
1350,RORAIMA,Amazônia,4.0,0.0,0.45,81.3,1.5229,-59.9305
1351,RORAIMA,Amazônia,5.0,0.0,0.46,236.0,1.5046,-59.9497
1352,CEARÁ,Caatinga,0.0,0.85,0.17,,-4.679399967193604,-38.401100158691406
1353,RORAIMA,Amazônia,6.0,0.5,0.29,66.3,2.2333,-60.7207
1354,RORAIMA,Amazônia,4.0,0.0,0.45,102.5,1.5229,-59.9495
1355,RORAIMA,Amazônia,4.0,0.0,0.45,86.2,1.5229,-59.9305
1356,RORAIMA,Amazônia,7.0,0.0,0.48,92.4,1.4864,-59.9498
1357,RORAIMA,Amazônia,1.0,0.0,0.4,63.8,1.9412,-60.8565
1358,RORAIMA,Amazônia,6.0,0.32,0.3,219.2,2.2333,-60.7018
1359,RORAIMA,Amazônia,5.0,0.0,0.46,221.1,1.5046,-59.9497
1360,RORAIMA,Amazônia,5.0,0.0,0.46,187.5,1.5046,-59.9306
1361,RORAIMA,Amazônia,6.0,0.23,0.39,69.8,2.2333,-60.6828
1362,RORAIMA,Amazônia,5.0,0.32,0.5,57.4,2.2515,-60.7015
1363,RORAIMA,Amazônia,7.0,0.0,0.47,74.2,1.4864,-59.9308
1364,RORAIMA,Amazônia,5.0,0.0,0.46,222.1,1.5046,-59.9497
1365,RORAIMA,Amazônia,5.0,0.0,0.46,182.0,1.5046,-59.9306
1366,RORAIMA,Amazônia,4.0,0.0,0.45,83.7,1.5229,-59.9305
1367,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,89.8,-9.9696,-36.2531
1368,RORAIMA,Amazônia,5.0,0.32,0.5,46.4,2.2515,-60.7015
1369,RORAIMA,Amazônia,1.0,0.0,0.4,59.6,1.9412,-60.8565
1370,RORAIMA,Amazônia,7.0,0.0,0.47,71.5,1.4864,-59.9308
1371,RORAIMA,Amazônia,6.0,0.32,0.3,129.2,2.2333,-60.7018
1372,RORAIMA,Amazônia,4.0,0.0,0.45,105.2,1.5229,-59.9495
1373,RORAIMA,Amazônia,7.0,0.0,0.48,92.2,1.4864,-59.9498
1374,RORAIMA,Amazônia,1.0,0.0,0.4,55.4,1.9412,-60.8565
1375,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,58.5,-9.9889,-36.2497
1376,RORAIMA,Amazônia,4.0,0.0,0.45,87.3,1.5229,-59.9305
1377,RORAIMA,Amazônia,7.0,0.0,0.47,81.8,1.4864,-59.9308
1378,RORAIMA,Amazônia,6.0,0.32,0.3,63.3,2.2333,-60.7018
1379,RORAIMA,Amazônia,5.0,0.0,0.46,193.2,1.5046,-59.9306
1380,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,83.5,-9.9696,-36.2531
1381,RORAIMA,Amazônia,5.0,0.0,0.46,210.6,1.5046,-59.9497
1382,RORAIMA,Amazônia,7.0,0.0,0.48,94.1,1.4864,-59.9498
1383,RORAIMA,Amazônia,4.0,0.0,0.45,99.1,1.5229,-59.9495
1384,ALAGOAS,Mata Atlântica,,,,135.0,-9.9696,-36.2531
1385,RORAIMA,Amazônia,,,,79.2,1.5229,-59.9495
1386,RORAIMA,Amazônia,,,,92.2,1.4864,-59.9308
1387,RORAIMA,Amazônia,,,,200.5,1.5046,-59.9306
1388,RORAIMA,Amazônia,,,,77.7,1.5229,-59.9305
1389,RORAIMA,Amazônia,,,,96.2,1.4864,-59.9498
1390,RORAIMA,Amazônia,,,,50.8,2.2333,-60.7207
1391,RORAIMA,Amazônia,,,,175.0,2.2333,-60.7018
1392,RORAIMA,Amazônia,,,,193.2,1.5046,-59.9497
1393,RORAIMA,Amazônia,,,,70.6,2.2333,-60.6828
1394,RORAIMA,Amazônia,,,,53.7,1.9412,-60.8565
1395,ALAGOAS,Mata Atlântica,,,,71.8,-9.9691,-36.2802
1396,RORAIMA,Amazônia,,,,62.9,2.2333,-60.7207
1397,RORAIMA,Amazônia,,,,90.4,1.4864,-59.9498
1398,RORAIMA,Amazônia,,,,77.8,1.5229,-59.9305
1399,RORAIMA,Amazônia,,,,77.9,2.2333,-60.6828
1400,RORAIMA,Amazônia,,,,198.2,2.2333,-60.7018
1401,RORAIMA,Amazônia,,,,51.8,2.2515,-60.7015
1402,RORAIMA,Amazônia,,,,79.8,1.5229,-59.9495
1403,RORAIMA,Amazônia,,,,182.1,1.5046,-59.9497
1404,RORAIMA,Amazônia,,,,184.5,1.5046,-59.9306
1405,RORAIMA,Amazônia,,,,88.3,1.4864,-59.9308
1406,RORAIMA,Amazônia,,,,75.0,1.5229,-59.9495
1407,RORAIMA,Amazônia,,,,52.3,2.2333,-60.7207
1408,RORAIMA,Amazônia,,,,197.8,2.2333,-60.7018
1409,RORAIMA,Amazônia,,,,51.4,2.2333,-60.6828
1410,RORAIMA,Amazônia,,,,61.5,1.5229,-59.9305
1411,RORAIMA,Amazônia,,,,94.0,1.4864,-59.9308
1412,RORAIMA,Amazônia,,,,50.5,1.9412,-60.8565
1413,RORAIMA,Amazônia,,,,167.0,1.5046,-59.9306
1414,RORAIMA,Amazônia,,,,198.7,1.5046,-59.9497
1415,RORAIMA,Amazônia,,,,106.5,1.4864,-59.9498
1416,RORAIMA,Amazônia,,,,211.5,1.5046,-59.9306
1417,RORAIMA,Amazônia,,,,96.6,1.4864,-59.9498
1418,RORAIMA,Amazônia,,,,57.3,2.2515,-60.7015
1419,RORAIMA,Amazônia,,,,71.5,1.5229,-59.9305
1420,RORAIMA,Amazônia,,,,133.3,2.2333,-60.7018
1421,RORAIMA,Amazônia,,,,49.5,2.215,-60.702
1422,RORAIMA,Amazônia,,,,52.9,2.2333,-60.6828
1423,RORAIMA,Amazônia,,,,74.0,1.5229,-59.9495
1424,RORAIMA,Amazônia,,,,186.3,1.5046,-59.9497
1425,RORAIMA,Amazônia,,,,93.4,1.4864,-59.9308
1426,RORAIMA,Amazônia,,,,80.2,1.4864,-59.9498
1427,RORAIMA,Amazônia,,,,50.6,2.215,-60.702
1428,RORAIMA,Amazônia,,,,69.3,1.5229,-59.9495
1429,RORAIMA,Amazônia,,,,169.1,1.5046,-59.9497
1430,RORAIMA,Amazônia,,,,145.7,2.2333,-60.7018
1431,RORAIMA,Amazônia,,,,57.3,1.5229,-59.9305
1432,RORAIMA,Amazônia,,,,138.1,1.5046,-59.9306
1433,RORAIMA,Amazônia,,,,56.6,1.4864,-59.9308
1434,RORAIMA,Amazônia,,,,109.7,2.23776,-60.70515
1435,RORAIMA,Amazônia,,,,9.0,3.44869,-59.89124
1436,RORAIMA,Amazônia,,,,38.3,1.50613,-59.94553
1437,RORAIMA,Amazônia,,,,5.1,1.94723,-60.366
1438,RORAIMA,Amazônia,,,,13.2,1.50466,-59.95601
1439,RORAIMA,Amazônia,,,,16.0,1.88127,-60.91526
1440,RORAIMA,Amazônia,,,,7.3,2.71956,-60.25005
1441,RORAIMA,Amazônia,,,,15.1,3.93322,-60.06216
1442,RORAIMA,Amazônia,,,,11.6,1.30787,-60.40326
1443,RORAIMA,Amazônia,,,,9.2,3.69964,-61.92068
1444,RORAIMA,Amazônia,,,,26.7,1.94003,-60.85748
1445,RORAIMA,Amazônia,,,,6.9,1.00558,-60.44596
1446,RORAIMA,Amazônia,,,,28.3,1.49655,-59.94414
1447,RORAIMA,Amazônia,,,,13.9,1.50761,-59.93499
1448,RORAIMA,Amazônia,,,,11.1,1.52315,-60.03412
1449,RORAIMA,Amazônia,,,,9.5,4.22496,-60.19939
1450,RORAIMA,Amazônia,,,,30.3,1.51571,-59.94691
1451,RORAIMA,Amazônia,,,,23.5,4.23581,-60.1906
1452,RORAIMA,Amazônia,,,,11.4,1.49506,-59.95464
1453,RORAIMA,Amazônia,,,,6.5,1.00717,-60.43452
1454,RORAIMA,Amazônia,,,,9.1,3.71029,-61.92217
1455,RORAIMA,Amazônia,,,,4.9,3.93183,-60.07216
1456,RORAIMA,Amazônia,,,,7.4,1.93744,-60.36459
1457,RORAIMA,Amazônia,,,,5.7,1.17564,-60.40129
1458,RORAIMA,Amazônia,,,,49.1,2.23939,-60.69369
1459,RORAIMA,Amazônia,,,,7.5,1.36511,-60.29226
1460,RORAIMA,Amazônia,,,,55.4,2.2278,-60.70367
1461,RORAIMA,Amazônia,,,,14.1,2.22943,-60.69225
1462,RORAIMA,Amazônia,,,,6.4,2.71287,-60.2276
1463,RORAIMA,Amazônia,,,,18.1,1.51718,-59.93644
1464,RORAIMA,Amazônia,,,,16.5,1.49804,-59.9336
1465,RORAIMA,Amazônia,,,,36.0,1.94169,-60.84574
1466,RORAIMA,Amazônia,,,,14.1,4.23439,-60.20056
1467,RORAIMA,Amazônia,,,,39.3,1.5046,-59.9497
1468,RORAIMA,Amazônia,,,,42.3,1.5046,-59.9306
1469,RORAIMA,Amazônia,,,,123.2,2.2333,-60.7018
1470,RORAIMA,Amazônia,,,,91.5,2.2333,-60.7018
1471,RORAIMA,Amazônia,,,,42.2,1.5229,-59.9305
1472,RORAIMA,Amazônia,,,,40.2,1.5229,-59.9495
1473,RORAIMA,Amazônia,,,,32.6,1.4864,-59.9308
1474,RORAIMA,Amazônia,,,,65.8,1.5046,-59.9497
1475,RORAIMA,Amazônia,,,,84.2,1.5046,-59.9306
1476,RORAIMA,Amazônia,,,,85.9,2.2333,-60.7018
1477,RORAIMA,Amazônia,,,,43.3,1.4864,-59.9498
1478,RORAIMA,Amazônia,,,,65.9,1.5229,-59.9305
1479,RORAIMA,Amazônia,,,,45.0,1.4864,-59.9308
1480,RORAIMA,Amazônia,,,,139.4,1.5046,-59.9306
1481,RORAIMA,Amazônia,,,,62.9,1.5229,-59.9495
1482,RORAIMA,Amazônia,,,,124.8,1.5046,-59.9497
1483,RORAIMA,Amazônia,,,,52.0,1.5229,-59.9495
1484,RORAIMA,Amazônia,,,,74.2,2.2333,-60.7018
1485,RORAIMA,Amazônia,,,,82.9,1.5046,-59.9306
1486,RORAIMA,Amazônia,,,,50.3,1.5229,-59.9305
1487,RORAIMA,Amazônia,,,,35.1,1.4864,-59.9308
1488,RORAIMA,Amazônia,,,,76.3,1.5046,-59.9497
1489,RORAIMA,Amazônia,,,,171.7,1.5046,-59.9497
1490,RORAIMA,Amazônia,,,,103.3,1.4864,-59.9498
1491,RORAIMA,Amazônia,,,,81.8,2.2333,-60.7018
1492,RORAIMA,Amazônia,,,,136.0,1.4864,-59.9308
1493,RORAIMA,Amazônia,,,,63.0,1.5229,-59.9305
1494,RORAIMA,Amazônia,,,,205.6,1.5046,-59.9306
1495,RORAIMA,Amazônia,,,,63.5,1.5229,-59.9495
1496,RORAIMA,Amazônia,,,,62.7,2.2333,-60.7018
1497,RORAIMA,Amazônia,,,,68.0,1.4864,-59.9498
1498,RORAIMA,Amazônia,,,,69.2,1.5229,-59.9495
1499,RORAIMA,Amazônia,,,,71.4,1.4864,-59.9308
1500,RORAIMA,Amazônia,,,,68.7,1.5229,-59.9305
1501,RORAIMA,Amazônia,,,,153.7,1.5046,-59.9497
1502,RORAIMA,Amazônia,,,,169.2,1.5046,-59.9306
1503,RORAIMA,Amazônia,,,,56.9,2.2333,-60.7018
1504,RORAIMA,Amazônia,,,,203.9,1.5046,-59.9306
1505,RORAIMA,Amazônia,,,,63.6,1.5229,-59.9495
1506,RORAIMA,Amazônia,,,,58.0,1.5229,-59.9305
1507,RORAIMA,Amazônia,,,,108.8,1.4864,-59.9308
1508,RORAIMA,Amazônia,,,,184.7,1.5046,-59.9497
1509,RORAIMA,Amazônia,,,,100.2,1.4864,-59.9498
1510,RORAIMA,Amazônia,,,,110.6,1.4864,-59.9308
1511,RORAIMA,Amazônia,,,,187.7,1.5046,-59.9497
1512,RORAIMA,Amazônia,,,,102.4,1.4864,-59.9498
1513,RORAIMA,Amazônia,,,,209.4,1.5046,-59.9306
1514,RORAIMA,Amazônia,,,,60.9,1.5229,-59.9305
1515,RORAIMA,Amazônia,,,,62.8,2.2333,-60.7018
1516,RORAIMA,Amazônia,,,,65.6,1.5229,-59.9495
1517,RORAIMA,Amazônia,,,,228.5,1.5046,-59.9306
1518,RORAIMA,Amazônia,,,,88.8,1.4864,-59.9498
1519,RORAIMA,Amazônia,,,,105.2,1.4864,-59.9308
1520,RORAIMA,Amazônia,,,,167.8,1.5046,-59.9497
1521,RORAIMA,Amazônia,,,,61.8,1.5229,-59.9495
1522,RORAIMA,Amazônia,,,,54.3,2.2333,-60.7018
1523,RORAIMA,Amazônia,,,,65.6,1.5229,-59.9305
1524,RORAIMA,Amazônia,,,,191.3,1.5046,-59.9306
1525,RORAIMA,Amazônia,,,,61.9,1.5229,-59.9495
1526,RORAIMA,Amazônia,,,,95.0,1.4864,-59.9498
1527,RORAIMA,Amazônia,,,,95.8,1.4864,-59.9308
1528,RORAIMA,Amazônia,,,,179.5,1.5046,-59.9497
1529,RORAIMA,Amazônia,,,,56.3,1.5229,-59.9305
1530,RORAIMA,Amazônia,,,,123.5,1.4864,-59.9308
1531,RORAIMA,Amazônia,,,,57.9,1.5229,-59.9495
1532,RORAIMA,Amazônia,,,,59.7,1.5229,-59.9305
1533,RORAIMA,Amazônia,,,,104.7,1.4864,-59.9498
1534,RORAIMA,Amazônia,,,,193.1,1.5046,-59.9306
1535,RORAIMA,Amazônia,,,,155.2,1.5046,-59.9497
1536,RORAIMA,Amazônia,,,,177.8,1.5046,-59.9306
1537,RORAIMA,Amazônia,,,,107.9,1.4864,-59.9498
1538,RORAIMA,Amazônia,,,,59.4,1.5229,-59.9495
1539,RORAIMA,Amazônia,,,,52.4,1.5229,-59.9305
1540,RORAIMA,Amazônia,,,,177.7,1.5046,-59.9497
1541,RORAIMA,Amazônia,,,,91.3,1.4864,-59.9308
1542,RORAIMA,Amazônia,,,,99.4,1.4864,-59.9308
1543,RORAIMA,Amazônia,,,,99.6,1.4864,-59.9498
1544,RORAIMA,Amazônia,,,,48.7,1.5229,-59.9305
1545,RORAIMA,Amazônia,,,,146.3,1.5046,-59.9306
1546,RORAIMA,Amazônia,,,,130.3,1.5046,-59.9497
1547,RORAIMA,Amazônia,,,,151.7,1.5046,-59.9306
1548,RORAIMA,Amazônia,,,,50.7,1.5229,-59.9495
1549,RORAIMA,Amazônia,,,,49.6,1.5229,-59.9305
1550,RORAIMA,Amazônia,,,,103.4,1.4864,-59.9308
1551,RORAIMA,Amazônia,,,,156.4,1.5046,-59.9497
1552,RORAIMA,Amazônia,,,,132.3,1.4864,-59.9498
1553,RORAIMA,Amazônia,,,,49.1,1.5229,-59.9305
1554,RORAIMA,Amazônia,,,,137.1,1.4864,-59.9498
1555,RORAIMA,Amazônia,,,,81.9,1.4864,-59.9308
1556,RORAIMA,Amazônia,,,,52.9,1.5229,-59.9495
1557,RORAIMA,Amazônia,,,,159.6,1.5046,-59.9306
1558,RORAIMA,Amazônia,,,,170.0,1.5046,-59.9497
1559,RORAIMA,Amazônia,,,,161.9,1.5046,-59.9306
1560,RORAIMA,Amazônia,,,,87.8,1.4864,-59.9308
1561,RORAIMA,Amazônia,,,,130.9,1.4864,-59.9498
1562,RORAIMA,Amazônia,,,,167.7,1.5046,-59.9497
1563,RORAIMA,Amazônia,,,,50.3,1.5229,-59.9305
1564,RORAIMA,Amazônia,,,,52.7,1.5229,-59.9495
1565,RIO GRANDE DO NORTE,Caatinga,,,,1.3,-5.4145,-37.4804
1566,PARAÍBA,Caatinga,,,,0.9,-6.08011,-37.30999
1567,PARAÍBA,Caatinga,,,,1.0,-6.07557,-37.3092
1568,SERGIPE,Caatinga,,,,4.8,-9.92968,-37.45316
1569,ALAGOAS,Mata Atlântica,,,,12.3,-9.98349,-35.99827
1570,SERGIPE,Caatinga,,,,1.7,-9.93199,-37.45373
1571,ALAGOAS,Mata Atlântica,,,,5.9,-9.41297,-35.56113
1572,ALAGOAS,Caatinga,,,,1.1,-10.18718,-36.50775
1573,ALAGOAS,Mata Atlântica,,,,1.0,-10.19181,-36.50491
1574,SERGIPE,Caatinga,,,,2.3,-9.9277,-37.45295
1575,ALAGOAS,Mata Atlântica,,,,5.9,-9.41215,-35.56593
1576,ALAGOAS,Caatinga,,,,2.2,-9.62121,-36.97177
1577,ALAGOAS,Caatinga,,,,1.1,-10.18779,-36.50421
1578,ALAGOAS,Mata Atlântica,,,,5.7,-9.98739,-35.99898
1579,ALAGOAS,Caatinga,,,,0.8,-9.69982,-36.99714
1580,BAHIA,Caatinga,,,,2.2,-9.81033,-38.10226
1581,BAHIA,Caatinga,,,,1.3,-9.81121,-38.09747
1582,ALAGOAS,Mata Atlântica,,,,8.1,-9.76061,-36.1442
1583,BAHIA,Caatinga,,,,1.8,-9.81368,-38.09845
1584,BAHIA,Caatinga,,,,2.4,-9.81284,-38.10331
1585,ALAGOAS,Mata Atlântica,,,,5.7,-9.99129,-35.99968
1586,ALAGOAS,Mata Atlântica,,,,86.9,-9.7988,-36.1213
1587,RORAIMA,Amazônia,,,,93.8,1.4864,-59.9308
1588,RORAIMA,Amazônia,,,,135.8,1.4864,-59.9498
1589,RORAIMA,Amazônia,,,,169.0,1.5046,-59.9497
1590,RORAIMA,Amazônia,,,,54.1,1.5229,-59.9495
1591,RORAIMA,Amazônia,,,,55.5,1.5229,-59.9305
1592,RORAIMA,Amazônia,,,,180.2,1.5046,-59.9306
1593,RORAIMA,Amazônia,,,,197.9,1.5046,-59.9497
1594,RORAIMA,Amazônia,,,,172.5,1.5046,-59.9306
1595,RORAIMA,Amazônia,,,,54.4,1.5229,-59.9305
1596,RORAIMA,Amazônia,,,,61.2,1.5229,-59.9495
1597,RORAIMA,Amazônia,,,,155.3,1.4864,-59.9498
1598,RORAIMA,Amazônia,,,,95.6,1.4864,-59.9308
1599,RORAIMA,Amazônia,,,,59.4,1.5229,-59.9495
1600,RORAIMA,Amazônia,,,,192.5,1.5046,-59.9306
1601,RORAIMA,Amazônia,,,,57.8,1.5229,-59.9305
1602,RORAIMA,Amazônia,,,,209.1,1.5046,-59.9497
1603,RORAIMA,Amazônia,,,,160.7,1.4864,-59.9498
1604,RORAIMA,Amazônia,,,,100.3,1.4864,-59.9308
1605,PARAÍBA,Caatinga,,,,1.3,-6.07875,-37.30953
1606,RIO GRANDE DO NORTE,Caatinga,,,,0.7,-5.40442,-37.33471
1607,PERNAMBUCO,Mata Atlântica,,,,0.6,-7.88758,-35.23067
1608,RIO GRANDE DO NORTE,Caatinga,,,,1.0,-5.41539,-37.48046
1609,PARAÍBA,Caatinga,,,,2.0,-6.07541,-37.309
1610,ALAGOAS,Mata Atlântica,,,,2.0,-9.98047,-36.00162
1611,BAHIA,Caatinga,,,,1.6,-9.81025,-38.09866
1612,ALAGOAS,Mata Atlântica,,,,7.7,-9.98444,-35.99846
1613,ALAGOAS,Mata Atlântica,,,,0.9,-9.23079,-36.31876
1614,BAHIA,Cerrado,,,,1.9,-11.01375,-45.07713
1615,BAHIA,Caatinga,,,,1.6,-9.81358,-38.09919
1616,ALAGOAS,Caatinga,,,,1.3,-9.62091,-36.9687
1617,SERGIPE,Caatinga,,,,4.0,-9.92994,-37.45304
1618,ALAGOAS,Mata Atlântica,,,,4.3,-9.41368,-35.55844
1619,ALAGOAS,Caatinga,,,,1.3,-9.62036,-36.97222
1620,ALAGOAS,Mata Atlântica,,,,4.3,-9.40966,-35.56166
1621,ALAGOAS,Mata Atlântica,,,,1.3,-9.41252,-35.56597
1622,BAHIA,Caatinga,,,,1.6,-9.81301,-38.10272
1623,ALAGOAS,Mata Atlântica,,,,7.7,-9.98785,-35.99898
1624,PERNAMBUCO,Caatinga,,,,1.0,-8.2422,-38.0689
1625,ALAGOAS,Mata Atlântica,,,,4.3,-9.4131,-35.5622
1626,ALAGOAS,Mata Atlântica,,,,4.6,-9.99126,-35.9995
1627,RIO DE JANEIRO,Mata Atlântica,,,,0.7,-22.6757,-43.47858
1628,RIO GRANDE DO SUL,Pampa,,,,1.9,-29.59508,-54.20918
1629,RORAIMA,Amazônia,,,,150.4,1.4864,-59.9498
1630,RORAIMA,Amazônia,,,,93.6,1.4864,-59.9308
1631,RORAIMA,Amazônia,,,,170.2,1.5046,-59.9306
1632,RORAIMA,Amazônia,,,,217.8,1.5046,-59.9497
1633,RORAIMA,Amazônia,,,,59.5,1.5229,-59.9495
1634,RORAIMA,Amazônia,,,,53.0,1.5229,-59.9305
1635,ALAGOAS,Mata Atlântica,,,,7.7,-9.98886,-36.00133
1636,BAHIA,Caatinga,,,,1.8,-9.81168,-38.10231
1637,TOCANTINS,Cerrado,,,,1.1,-5.7783,-47.81902
1638,ALAGOAS,Mata Atlântica,,,,16.6,-9.99069,-35.99686
1639,SERGIPE,Caatinga,,,,2.1,-9.92973,-37.45334
1640,ALAGOAS,Mata Atlântica,,,,9.4,-9.98964,-35.99558
1641,ALAGOAS,Mata Atlântica,,,,1.0,-9.97895,-36.00011
1642,BAHIA,Cerrado,,,,1.0,-12.23998,-44.22894
1643,BAHIA,Cerrado,,,,1.0,-12.24053,-44.22542
1644,BAHIA,Caatinga,,,,1.0,-9.81223,-38.09844
1645,PARAÍBA,Caatinga,,,,1.4,-6.077,-37.30848
1646,RORAIMA,Amazônia,,,,169.6,1.5046,-59.9306
1647,RORAIMA,Amazônia,,,,160.4,1.4864,-59.9498
1648,RORAIMA,Amazônia,,,,50.9,1.5229,-59.9305
1649,RORAIMA,Amazônia,,,,57.4,1.5229,-59.9495
1650,RORAIMA,Amazônia,,,,100.7,1.4864,-59.9308
1651,RORAIMA,Amazônia,,,,221.8,1.5046,-59.9497
1652,RIO DE JANEIRO,Mata Atlântica,,,,0.9,-22.69905,-43.34576
1653,RIO DE JANEIRO,Mata Atlântica,,,,1.3,-22.69761,-43.34813
1654,RIO GRANDE DO SUL,Pampa,,,,1.3,-29.596,-54.20601
1655,RORAIMA,Amazônia,,,,62.9,1.5229,-59.9305
1656,RORAIMA,Amazônia,,,,158.8,1.4864,-59.9498
1657,RORAIMA,Amazônia,,,,225.4,1.5046,-59.9497
1658,RORAIMA,Amazônia,,,,58.5,1.5229,-59.9495
1659,RORAIMA,Amazônia,,,,99.3,1.4864,-59.9308
1660,RORAIMA,Amazônia,,,,203.7,1.5046,-59.9306
1661,RORAIMA,Amazônia,,,,157.5,1.4864,-59.9498
