,Estado,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
327,RORAIMA,Amazônia,6.0,0.0,0.71,0.7,0.8969,-60.0931
328,RORAIMA,Amazônia,9.0,0.0,1.0,0.9,4.04312,-61.17155
329,RORAIMA,Amazônia,9.0,0.0,1.0,1.2,3.17658,-59.96313
330,RORAIMA,Amazônia,7.0,0.0,0.41,6.7,1.94005,-60.35723
331,RORAIMA,Amazônia,9.0,0.0,1.0,1.6,3.43569,-59.90102
332,RORAIMA,Amazônia,7.0,0.0,0.41,7.0,1.94565,-60.36664
333,RORAIMA,Amazônia,9.0,0.0,1.0,1.2,3.17259,-59.96377
334,RORAIMA,Amazônia,2.0,0.1,0.3,0.8,1.10324,-59.59456
335,RORAIMA,Amazônia,12.0,0.0,1.0,1.5,4.35279,-61.05738
336,RORAIMA,Amazônia,9.0,0.0,1.0,2.0,3.14496,-59.99454
337,RORAIMA,Amazônia,9.0,0.0,1.0,1.4,3.16233,-59.97597
338,RORAIMA,Amazônia,10.0,0.0,0.9,5.9,2.70975,-60.21497
339,RORAIMA,Amazônia,26.0,0.0,1.0,1.4,4.33876,-60.2113
340,RORAIMA,Amazônia,10.0,0.0,0.94,2.3,2.71219,-60.23005
341,RORAIMA,Amazônia,10.0,0.0,0.93,1.7,2.71137,-60.22504
342,RORAIMA,Amazônia,2.0,0.0,0.15,0.8,0.16137,-60.48458
343,RORAIMA,Amazônia,9.0,0.0,1.0,1.8,3.15122,-59.98302
344,RORAIMA,Amazônia,9.0,0.0,1.0,1.8,3.15521,-59.98238
345,RORAIMA,Amazônia,9.0,0.0,1.0,0.8,3.15273,-59.97921
346,RORAIMA,Amazônia,27.0,0.0,1.0,0.9,4.34097,-60.17613
347,RORAIMA,Amazônia,7.0,0.0,0.36,1.1,1.20693,-60.61748
348,RORAIMA,Amazônia,2.0,0.1,0.29,1.1,1.09963,-59.59908
349,RORAIMA,Amazônia,8.0,0.0,0.4,4.6,1.93773,-60.36789
350,RORAIMA,Amazônia,7.0,0.0,0.4,3.4,1.93609,-60.35785
351,RORAIMA,Amazônia,2.0,0.0,0.09,2.4,0.05651,-60.98391
352,RORAIMA,Amazônia,9.0,0.0,1.0,1.4,3.18686,-59.9509
353,RORAIMA,Amazônia,10.0,0.0,1.0,2.0,3.1682,-60.45074
354,RORAIMA,Amazônia,9.0,0.0,1.0,2.0,3.14323,-59.99653
355,RORAIMA,Amazônia,8.0,0.0,0.4,1.5,1.92668,-60.37484
356,RORAIMA,Amazônia,8.0,0.0,0.4,1.5,1.92665,-60.36628
357,RORAIMA,Amazônia,7.0,0.0,0.41,7.0,1.94484,-60.36163
358,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.17972,-59.95734
359,RORAIMA,Amazônia,11.0,0.0,1.0,1.6,3.93619,-60.05416
360,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.1686,-59.96442
361,RORAIMA,Amazônia,10.0,0.0,0.89,1.1,2.71462,-60.24512
362,RORAIMA,Amazônia,7.0,0.0,1.0,3.0,2.86587,-60.26837
363,RORAIMA,Amazônia,8.0,0.0,0.4,2.1,1.92586,-60.36983
364,RORAIMA,Amazônia,7.0,0.0,0.4,3.4,1.93213,-60.35846
365,RORAIMA,Amazônia,27.0,0.0,1.0,0.4,4.34019,-60.17133
366,RORAIMA,Amazônia,7.0,0.0,0.33,1.1,1.20771,-60.62248
367,RORAIMA,Amazônia,2.0,0.1,0.29,3.0,1.10385,-59.59843
368,RORAIMA,Amazônia,7.0,0.0,0.43,1.2,1.19709,-59.972
369,RORAIMA,Amazônia,9.0,0.0,1.0,2.0,3.14809,-59.98879
370,RORAIMA,Amazônia,6.0,0.0,1.0,1.4,2.86647,-60.26492
371,RORAIMA,Amazônia,6.0,0.34,0.37,2.9,2.2366,-60.7035
372,RORAIMA,Amazônia,8.0,0.0,0.4,2.1,1.92982,-60.3692
373,RORAIMA,Amazônia,9.0,0.0,1.0,1.7,3.15355,-59.98433
374,RORAIMA,Amazônia,10.0,0.0,1.0,1.7,3.16124,-60.45679
375,RORAIMA,Amazônia,7.0,0.0,0.43,0.6,1.20533,-59.97078
376,RORAIMA,Amazônia,9.0,0.0,1.0,1.7,3.14956,-59.98499
377,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.18287,-59.95155
378,RORAIMA,Amazônia,9.0,0.0,1.0,1.3,3.43337,-59.91198
379,RORAIMA,Amazônia,9.0,0.0,1.0,1.1,3.1607,-59.97791
380,RORAIMA,Amazônia,8.0,0.0,1.0,1.6,3.43486,-59.89586
381,RORAIMA,Amazônia,7.0,0.0,0.35,1.9,1.83357,-60.61237
382,RORAIMA,Amazônia,8.0,0.0,0.46,2.9,1.82783,-60.85052
383,RORAIMA,Amazônia,9.0,0.0,1.0,1.8,3.43653,-59.90618
384,RORAIMA,Amazônia,8.0,0.0,0.4,1.9,1.92744,-60.37135
385,RORAIMA,Amazônia,4.0,0.0,1.0,1.3,4.79877,-60.2835
386,RORAIMA,Amazônia,3.0,0.0,0.21,1.4,0.31285,-60.44323
387,RORAIMA,Amazônia,7.0,0.0,0.41,2.5,1.94647,-60.37165
388,RORAIMA,Amazônia,8.0,0.0,0.4,1.9,1.92427,-60.377
389,RORAIMA,Amazônia,6.0,0.0,1.0,1.2,2.63883,-60.59081
390,RORAIMA,Amazônia,6.0,0.35,0.3,1.3,2.22888,-60.70477
391,RORAIMA,Amazônia,3.0,0.0,0.2,1.4,0.30881,-60.44386
392,RORAIMA,Amazônia,8.0,0.0,0.4,1.9,1.92348,-60.37199
393,RORAIMA,Amazônia,8.0,0.0,0.4,4.6,1.93295,-60.36352
394,RORAIMA,Amazônia,11.0,0.0,0.62,1.1,2.54758,-61.2432
395,RORAIMA,Amazônia,9.0,0.0,1.0,1.4,3.19085,-59.95025
396,RORAIMA,Amazônia,7.0,0.0,0.41,4.1,1.94961,-60.366
397,RORAIMA,Amazônia,11.0,0.0,0.82,1.3,2.71148,-60.25075
398,RORAIMA,Amazônia,7.0,0.0,0.33,2.3,1.20621,-60.62111
399,RORAIMA,Amazônia,7.0,0.0,1.0,2.4,2.87373,-60.26712
400,RORAIMA,Amazônia,7.0,0.0,0.41,7.0,1.94088,-60.36226
401,RORAIMA,Amazônia,4.0,0.0,1.0,1.3,4.79496,-60.28418
402,RORAIMA,Amazônia,7.0,0.0,0.41,4.0,1.94798,-60.35597
403,RORAIMA,Amazônia,9.0,0.0,1.0,1.4,3.15834,-59.97662
404,RORAIMA,Amazônia,13.0,0.0,1.0,0.9,3.94289,-60.53315
405,RORAIMA,Amazônia,9.0,0.0,1.0,1.1,3.15989,-59.97277
406,RORAIMA,Amazônia,10.0,0.0,1.0,1.7,3.16432,-60.45135
407,RORAIMA,Amazônia,13.0,0.0,1.0,4.8,4.00545,-60.35235
408,RORAIMA,Amazônia,10.0,0.0,1.0,1.3,3.26584,-59.92589
409,RORAIMA,Amazônia,6.0,0.34,0.3,1.3,2.23274,-60.70413
410,RORAIMA,Amazônia,18.0,0.0,1.0,1.2,4.28622,-60.74355
411,RORAIMA,Amazônia,7.0,0.0,0.41,6.7,1.94402,-60.3566
412,RORAIMA,Amazônia,8.0,0.0,0.4,2.2,1.92272,-60.37547
413,RORAIMA,Amazônia,10.0,0.0,1.0,2.1,2.71613,-60.22942
414,RORAIMA,Amazônia,7.0,0.0,0.41,7.0,1.94169,-60.36726
415,RORAIMA,Amazônia,9.0,0.0,1.0,2.0,3.14721,-59.99588
416,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.42688,-59.89715
417,RORAIMA,Amazônia,9.0,0.0,1.0,1.4,3.16148,-59.97083
418,RORAIMA,Amazônia,9.0,0.0,1.0,1.1,3.15672,-59.97855
419,RORAIMA,Amazônia,13.0,0.0,1.0,1.6,3.28113,-60.01816
420,RORAIMA,Amazônia,3.0,0.0,0.21,2.7,0.31278,-60.44295
421,RORAIMA,Amazônia,10.0,0.0,0.85,1.1,2.71067,-60.24575
422,RORAIMA,Amazônia,7.0,0.0,0.41,49.8,1.9419,-60.3637
423,RORAIMA,Amazônia,7.0,0.0,0.41,51.4,1.9419,-60.3637
424,RORAIMA,Amazônia,9.0,0.0,1.0,1.7,3.14302,-59.99638
425,RORAIMA,Amazônia,9.0,0.0,1.0,1.9,3.18022,-59.95648
426,RORAIMA,Amazônia,9.0,0.0,1.0,2.7,3.43535,-59.89933
427,RORAIMA,Amazônia,10.0,0.0,0.84,1.7,2.72008,-60.24775
428,RORAIMA,Amazônia,6.0,0.0,1.0,2.5,2.87382,-60.26499
429,RORAIMA,Amazônia,9.0,0.0,1.0,1.7,3.14912,-59.99532
430,RORAIMA,Amazônia,9.0,0.0,1.0,2.1,3.15364,-59.98503
431,RORAIMA,Amazônia,9.0,0.0,1.0,1.4,3.16426,-59.97363
432,RORAIMA,Amazônia,10.0,0.0,0.92,1.2,2.71088,-60.23046
433,RORAIMA,Amazônia,9.0,0.0,1.0,1.4,3.16958,-59.96793
434,RORAIMA,Amazônia,10.0,0.0,0.89,1.8,2.70852,-60.21681
435,RORAIMA,Amazônia,10.0,0.0,0.82,1.5,2.71402,-60.24867
436,RORAIMA,Amazônia,9.0,0.0,1.0,2.1,3.15285,-59.98038
437,RORAIMA,Amazônia,9.0,0.0,1.0,1.4,3.16347,-59.96895
438,RORAIMA,Amazônia,10.0,0.0,1.0,1.0,3.16646,-60.45385
439,RORAIMA,Amazônia,10.0,0.0,0.85,1.0,2.71244,-60.24667
440,RORAIMA,Amazônia,9.0,0.0,1.0,1.2,3.42842,-59.89565
441,RORAIMA,Amazônia,10.0,0.0,1.0,1.0,3.1657,-60.44952
442,RORAIMA,Amazônia,9.0,0.0,1.0,1.7,3.19166,-59.94968
443,RORAIMA,Amazônia,10.0,0.0,1.0,1.0,3.168,-60.44741
444,RORAIMA,Amazônia,9.0,0.0,1.0,1.0,3.14754,-59.98608
445,RORAIMA,Amazônia,9.0,0.0,1.0,1.8,3.19223,-59.95102
446,RORAIMA,Amazônia,9.0,0.0,1.0,3.1,3.18612,-59.95205
447,RORAIMA,Amazônia,9.0,0.0,1.0,1.9,3.1749,-59.9622
448,RORAIMA,Amazônia,6.0,0.0,1.0,2.5,2.86779,-60.26597
449,RORAIMA,Amazônia,9.0,0.0,1.0,1.7,3.18554,-59.95074
450,RORAIMA,Amazônia,9.0,0.0,1.0,2.1,3.18633,-59.95541
451,RORAIMA,Amazônia,10.0,0.0,0.88,1.0,2.71849,-60.24572
452,RORAIMA,Amazônia,9.0,0.0,1.0,2.1,3.15816,-59.97466
453,RORAIMA,Amazônia,10.0,0.0,1.0,1.1,3.16353,-60.45708
454,RORAIMA,Amazônia,10.0,0.0,0.97,1.0,2.71773,-60.2411
455,RORAIMA,Amazônia,10.0,0.0,1.0,1.9,2.71693,-60.22945
456,RORAIMA,Amazônia,9.0,0.0,1.0,2.1,3.15895,-59.97933
457,RORAIMA,Amazônia,10.0,0.0,1.0,1.0,3.16873,-60.45176
458,RORAIMA,Amazônia,10.0,0.0,0.89,4.6,2.71322,-60.21375
459,RORAIMA,Amazônia,9.0,0.0,1.0,3.5,3.18082,-59.95776
460,RORAIMA,Amazônia,23.0,0.0,1.0,0.9,2.85787,-60.7697
461,RORAIMA,Amazônia,10.0,0.0,1.0,1.0,3.1628,-60.45275
462,RORAIMA,Amazônia,10.0,0.0,0.92,1.3,2.71458,-60.21583
463,RORAIMA,Amazônia,10.0,0.0,1.0,1.0,3.16053,-60.45483
464,RORAIMA,Amazônia,24.0,0.0,1.0,1.1,2.85857,-60.77388
465,RORAIMA,Amazônia,8.0,0.0,0.4,1.5,1.92755,-60.37034
466,RORAIMA,Amazônia,6.0,0.34,0.3,0.8,2.23384,-60.70366
467,RORAIMA,Amazônia,7.0,0.0,0.41,2.8,1.83662,-60.6143
468,RORAIMA,Amazônia,3.0,0.0,0.2,0.7,0.31056,-60.44276
469,RORAIMA,Amazônia,6.0,0.35,0.3,0.8,2.22794,-60.70473
470,RORAIMA,Amazônia,7.0,0.0,0.41,3.3,1.95033,-60.35717
471,RORAIMA,Amazônia,7.0,0.0,0.41,3.3,1.94426,-60.35818
472,RORAIMA,Amazônia,7.0,0.0,0.41,4.6,1.94574,-60.36719
473,RORAIMA,Amazônia,8.0,0.0,0.4,1.4,1.9283,-60.37482
474,RORAIMA,Amazônia,8.0,0.0,0.4,4.3,1.93967,-60.36818
475,RORAIMA,Amazônia,7.0,0.0,0.41,4.6,1.945,-60.36271
476,RORAIMA,Amazônia,3.0,0.0,0.2,0.7,0.31133,-60.44756
477,RORAIMA,Amazônia,8.0,0.0,0.4,4.3,1.93361,-60.36925
478,RORAIMA,Amazônia,2.0,0.1,0.29,2.9,1.10545,-59.59986
479,RORAIMA,Amazônia,8.0,0.0,0.4,1.5,1.92678,-60.3657
480,RORAIMA,Amazônia,8.0,0.0,0.4,5.9,1.93209,-60.36011
481,RORAIMA,Amazônia,7.0,0.0,0.4,4.3,1.93893,-60.36372
482,RORAIMA,Amazônia,7.0,0.0,0.41,3.0,1.94649,-60.3717
483,RORAIMA,Amazônia,7.0,0.0,0.41,3.3,1.9435,-60.35361
484,RORAIMA,Amazônia,7.0,0.0,0.41,4.6,1.95182,-60.36619
485,RORAIMA,Amazônia,8.0,0.0,0.4,4.3,1.93285,-60.3647
486,RORAIMA,Amazônia,7.0,0.0,0.4,5.9,1.93818,-60.35917
487,RORAIMA,Amazônia,2.0,0.1,0.29,2.6,1.1057,-59.59828
488,RORAIMA,Amazônia,8.0,0.0,0.4,1.4,1.92223,-60.37582
489,RORAIMA,Amazônia,7.0,0.0,0.41,51.8,1.9419,-60.3637
490,RORAIMA,Amazônia,7.0,0.0,0.41,48.2,1.9419,-60.3637
491,RORAIMA,Amazônia,7.0,0.0,0.41,45.0,1.9419,-60.3637
492,RORAIMA,Amazônia,7.0,0.0,0.41,50.5,1.9419,-60.3637
493,RORAIMA,Amazônia,7.0,0.0,0.41,48.6,1.9419,-60.3637
494,RORAIMA,Amazônia,10.0,0.0,0.91,5.4,2.7118,-60.21681
495,RORAIMA,Amazônia,7.0,0.0,0.4,14.3,1.93343,-60.35964
496,RORAIMA,Amazônia,7.0,0.0,0.41,16.5,1.94324,-60.36508
497,RORAIMA,Amazônia,7.0,0.0,0.42,11.5,1.95171,-60.35114
498,RORAIMA,Amazônia,7.0,0.0,0.41,26.4,1.94145,-60.35277
499,RORAIMA,Amazônia,7.0,0.0,0.41,8.8,1.95353,-60.36359
500,RORAIMA,Amazônia,7.0,0.0,0.41,51.7,1.9419,-60.3637
501,RORAIMA,Amazônia,7.0,0.0,0.41,47.5,1.9419,-60.3637
502,RORAIMA,Amazônia,7.0,0.0,0.41,48.8,1.9419,-60.3637
503,RORAIMA,Amazônia,7.0,0.0,0.41,49.8,1.9419,-60.3637
504,RORAIMA,Amazônia,7.0,0.0,0.41,48.9,1.9419,-60.3637
505,RORAIMA,Amazônia,7.0,0.0,0.41,47.7,1.9419,-60.3637
506,RORAIMA,Amazônia,7.0,0.0,0.41,48.5,1.9419,-60.3637
507,PIAUÍ,Cerrado,0.0,0.0,0.02,46.9,-8.85953,-44.17218
508,PIAUÍ,Cerrado,0.0,0.0,0.02,51.8,-8.85437,-44.16633
509,RORAIMA,Amazônia,7.0,0.0,0.41,73.9,1.9419,-60.3637
510,RORAIMA,Amazônia,7.0,0.0,0.41,72.3,1.9419,-60.3637
511,RORAIMA,Amazônia,7.0,0.0,0.41,70.9,1.9419,-60.3637
512,RORAIMA,Amazônia,10.0,0.0,0.88,77.1,2.7088,-60.2398
513,RORAIMA,Amazônia,10.0,0.0,0.96,63.2,2.727,-60.2396
514,PERNAMBUCO,Caatinga,0.0,0.4,1.0,17.4,-8.57498,-36.24845
515,PERNAMBUCO,Caatinga,0.0,0.0,0.07,7.7,-9.10461,-37.07965
516,PERNAMBUCO,Caatinga,0.0,0.0,0.07,8.5,-9.10506,-37.07852
517,ALAGOAS,Caatinga,0.0,0.24,0.7,4.5,-9.68926,-36.91628
518,PERNAMBUCO,Mata Atlântica,3.0,0.0,1.0,5.8,-8.79598,-35.68419
519,PERNAMBUCO,Mata Atlântica,0.0,0.0,1.0,6.5,-8.5946,-35.97649
520,PERNAMBUCO,Caatinga,0.0,0.0,0.96,6.6,-7.86088,-36.05334
521,SERGIPE,Mata Atlântica,0.0,0.33,0.5,3.8,-10.47221,-37.28009
522,ALAGOAS,Mata Atlântica,3.0,0.0,1.0,4.7,-9.18727,-35.65631
523,PERNAMBUCO,Mata Atlântica,0.0,3.18,0.31,5.5,-7.49941,-35.08458
524,SERGIPE,Mata Atlântica,0.0,0.0,0.27,7.0,-10.17017,-37.34802
525,ALAGOAS,Caatinga,0.0,0.0,0.45,6.9,-9.46184,-36.96386
526,PERNAMBUCO,Caatinga,1.0,0.0,0.02,7.0,-8.77489,-37.36785
527,ALAGOAS,Mata Atlântica,-999.0,0.13,1.0,2.2,-9.00784,-35.25994
528,ALAGOAS,Caatinga,2.0,0.4,0.2,5.0,-9.87346,-37.121
529,PARAÍBA,Caatinga,0.0,0.68,0.49,8.6,-7.63482,-36.77763
530,PARAÍBA,Caatinga,1.0,0.97,0.79,5.4,-7.96153,-36.70539
531,PERNAMBUCO,Mata Atlântica,1.0,0.0,1.0,11.2,-8.74732,-35.94838
532,PERNAMBUCO,Mata Atlântica,0.0,0.23,1.0,15.6,-8.41458,-35.48692
533,ALAGOAS,Caatinga,0.0,0.22,0.71,9.4,-9.68978,-36.91824
534,ALAGOAS,Caatinga,0.0,0.3,0.31,3.4,-9.35898,-36.85233
535,PERNAMBUCO,Caatinga,0.0,0.48,0.31,5.9,-8.58423,-36.37765
536,ALAGOAS,Caatinga,0.0,0.1,0.66,3.7,-9.27935,-36.87214
537,SERGIPE,Mata Atlântica,0.0,0.4,0.66,4.7,-10.19058,-37.12325
538,ALAGOAS,Caatinga,1.0,0.3,0.95,7.3,-9.84484,-37.10597
539,SERGIPE,Caatinga,0.0,0.0,1.0,3.2,-9.88645,-37.71405
540,ALAGOAS,Caatinga,1.0,0.87,1.0,6.2,-9.81092,-36.66343
541,SERGIPE,Mata Atlântica,0.0,0.1,0.54,6.9,-10.19252,-37.00428
542,SERGIPE,Caatinga,0.0,0.0,0.4,5.8,-10.07206,-37.61472
543,PERNAMBUCO,Caatinga,0.0,0.4,0.62,10.1,-8.58014,-36.37531
544,ALAGOAS,Caatinga,1.0,0.82,1.0,4.3,-9.81233,-36.66134
545,SERGIPE,Caatinga,0.0,0.0,1.0,1.9,-9.8212,-37.7943
546,BAHIA,Caatinga,0.0,0.0,0.71,6.5,-10.7345,-39.50755
547,PERNAMBUCO,Caatinga,0.0,0.31,1.0,4.1,-8.47976,-36.05401
548,PARAÍBA,Caatinga,0.0,4.59,0.07,8.1,-6.54144,-37.58433
549,ALAGOAS,Caatinga,2.0,0.26,0.62,7.8,-9.72734,-37.276
550,PARAÍBA,Caatinga,5.0,0.0,0.99,4.7,-6.74639,-35.24872
551,PERNAMBUCO,Mata Atlântica,4.0,0.0,1.0,4.0,-8.84393,-35.60335
552,ALAGOAS,Caatinga,0.0,0.27,0.69,9.4,-9.68907,-36.91298
553,SERGIPE,Caatinga,0.0,0.0,0.42,5.8,-10.07245,-37.61773
554,ALAGOAS,Mata Atlântica,3.0,0.0,1.0,7.2,-9.23583,-35.87917
555,PERNAMBUCO,Mata Atlântica,0.0,0.0,0.76,10.6,-8.65474,-35.99147
556,SERGIPE,Caatinga,2.0,0.4,0.15,8.8,-9.91824,-37.1363
557,PERNAMBUCO,Mata Atlântica,0.0,0.0,1.0,2.8,-8.53335,-35.99002
558,PERNAMBUCO,Mata Atlântica,0.0,0.27,1.0,10.3,-8.41401,-35.4828
559,SERGIPE,Caatinga,1.0,0.1,0.8,8.1,-10.13092,-37.70998
560,ALAGOAS,Caatinga,0.0,0.0,0.28,3.3,-9.3407,-37.19625
561,PARAÍBA,Caatinga,0.0,1.23,0.83,2.9,-7.47575,-36.60698
562,ALAGOAS,Caatinga,1.0,0.3,0.94,3.7,-9.84188,-37.10761
563,ALAGOAS,Caatinga,0.0,0.1,0.67,4.2,-9.27896,-36.87425
564,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,-999.0,4.9,-5.61625,-36.80081
565,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,0.58,11.1,-5.62073,-36.80016
566,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,0.96,6.5,-5.76762,-36.80091
567,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,0.58,8.1,-5.62008,-36.79574
568,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,0.91,6.5,-5.76825,-36.80537
569,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,-999.0,17.2,-5.61827,-36.79752
570,RIO GRANDE DO NORTE,Caatinga,4.0,0.0,0.99,5.5,-5.70356,-35.92376
571,SÃO PAULO,Mata Atlântica,0.0,4.22,0.02,2.7,-21.85956,-47.25287
572,BAHIA,Mata Atlântica,0.0,47.03,0.0,3.2,-14.07797,-39.34961
573,BAHIA,Mata Atlântica,-999.0,0.56,0.11,4.6,-12.81904,-38.85202
574,BAHIA,Caatinga,4.0,10.55,0.01,3.6,-14.30283,-41.2338
575,BAHIA,Mata Atlântica,12.0,30.35,0.0,4.5,-16.38866,-39.40203
576,BAHIA,Mata Atlântica,-999.0,16.46,0.0,5.9,-15.00787,-39.03788
577,PERNAMBUCO,Caatinga,0.0,0.0,0.85,9.4,-9.10989,-36.73267
578,PERNAMBUCO,Caatinga,0.0,0.0,0.79,11.3,-8.90977,-36.9832
579,BAHIA,Mata Atlântica,-999.0,0.1,1.0,4.5,-12.4511,-38.90571
580,RIO GRANDE DO NORTE,Caatinga,0.0,1.59,0.92,7.7,-6.3926,-36.83427
581,PERNAMBUCO,Caatinga,0.0,0.29,1.0,4.1,-8.48007,-36.05359
582,SERGIPE,Caatinga,1.0,0.08,0.79,4.0,-10.12778,-37.70797
583,PARAÍBA,Caatinga,3.0,2.13,0.06,2.9,-6.44138,-37.76525
584,SERGIPE,Mata Atlântica,-999.0,0.55,1.0,3.5,-10.48892,-36.62801
585,SERGIPE,Caatinga,2.0,0.4,0.15,6.2,-9.91697,-37.135
586,ALAGOAS,Caatinga,0.0,0.0,0.18,11.3,-9.37745,-37.47492
587,PERNAMBUCO,Caatinga,0.0,0.0,0.07,20.7,-8.82614,-37.42963
588,BAHIA,Caatinga,2.0,0.0,0.09,11.3,-11.30511,-39.17842
589,PERNAMBUCO,Mata Atlântica,0.0,0.0,0.57,4.4,-8.51237,-35.74253
590,PERNAMBUCO,Mata Atlântica,2.0,0.0,0.85,8.6,-8.7251,-35.2618
591,PERNAMBUCO,Caatinga,0.0,0.59,0.35,10.5,-8.14856,-36.63256
592,BAHIA,Caatinga,0.0,0.92,0.18,2.6,-10.41163,-40.81325
593,PIAUÍ,Cerrado,0.0,0.12,0.13,13.7,-8.54345,-44.32026
594,TOCANTINS,Cerrado,0.0,6.07,0.0,11.5,-9.95378,-48.04725
595,PERNAMBUCO,Caatinga,1.0,0.14,0.36,2.6,-8.88919,-40.73687
596,SERGIPE,Caatinga,0.0,0.0,0.41,7.1,-10.07323,-37.61465
597,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,-999.0,6.6,-5.61601,-36.80209
598,SERGIPE,Mata Atlântica,0.0,0.33,0.5,9.0,-10.47248,-37.27983
599,SERGIPE,Caatinga,2.0,0.4,0.15,10.6,-9.91656,-37.13766
600,PERNAMBUCO,Caatinga,0.0,7.6,0.04,3.9,-8.11063,-39.3402
601,SERGIPE,Mata Atlântica,-999.0,0.54,0.95,2.6,-10.48952,-36.63161
602,BAHIA,Caatinga,1.0,3.68,0.59,6.2,-9.47645,-40.70498
603,PERNAMBUCO,Caatinga,0.0,0.1,0.17,6.0,-8.81892,-37.23979
604,SERGIPE,Caatinga,1.0,0.1,0.8,3.7,-10.12757,-37.70974
605,PERNAMBUCO,Mata Atlântica,0.0,0.0,0.89,6.6,-8.38291,-35.62286
606,TOCANTINS,Cerrado,1.0,1.78,0.0,6.3,-11.17478,-47.00071
607,BAHIA,Caatinga,0.0,0.9,0.15,2.7,-10.41441,-40.81286
608,PARAÍBA,Caatinga,3.0,1.73,0.44,3.6,-6.37796,-37.81604
609,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,11.6,-9.11848,-35.42961
610,PERNAMBUCO,Caatinga,0.0,8.16,0.08,7.5,-8.05125,-39.24432
611,TOCANTINS,Cerrado,0.0,4.11,0.0,8.5,-11.25283,-48.09932
612,PERNAMBUCO,Mata Atlântica,2.0,0.0,0.72,2.5,-8.72602,-35.2635
613,PARAÍBA,Caatinga,0.0,0.07,0.28,5.7,-7.86633,-37.06676
614,PERNAMBUCO,Caatinga,0.0,0.0,0.68,11.3,-8.90918,-36.97961
615,PARAÍBA,Caatinga,0.0,4.62,0.07,3.2,-6.54007,-37.58255
616,PERNAMBUCO,Caatinga,0.0,3.23,0.06,6.8,-8.47658,-36.91446
617,PERNAMBUCO,Caatinga,1.0,7.74,0.0,8.8,-7.86224,-38.51033
618,TOCANTINS,Cerrado,0.0,4.01,0.0,8.5,-11.25344,-48.10375
619,ALAGOAS,Caatinga,0.0,0.0,0.33,9.2,-9.33873,-37.19574
620,PERNAMBUCO,Caatinga,3.0,2.7,0.69,4.2,-9.29715,-40.58585
621,TOCANTINS,Cerrado,0.0,4.1,0.0,17.7,-11.25236,-48.09974
622,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,0.58,6.6,-5.62033,-36.80139
623,ALAGOAS,Caatinga,0.0,0.08,0.26,10.7,-9.25576,-37.74182
624,ALAGOAS,Mata Atlântica,4.0,0.0,0.91,17.9,-9.08304,-35.79737
625,PARAÍBA,Caatinga,3.0,2.15,0.06,3.8,-6.44355,-37.76559
626,PERNAMBUCO,Caatinga,0.0,0.0,0.86,9.4,-9.11334,-36.72823
627,PERNAMBUCO,Caatinga,0.0,0.0,0.84,9.4,-9.11398,-36.73196
628,ALAGOAS,Caatinga,0.0,0.0,0.26,9.2,-9.34269,-37.19509
629,ALAGOAS,Mata Atlântica,4.0,0.0,1.0,3.2,-8.98159,-35.91578
630,PERNAMBUCO,Mata Atlântica,3.0,0.0,1.0,7.4,-8.71318,-35.77795
631,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,0.93,5.7,-5.7669,-36.80452
632,PERNAMBUCO,Caatinga,0.0,3.25,0.06,5.2,-8.47588,-36.91405
633,CEARÁ,Caatinga,3.0,3.71,0.23,6.2,-5.21782,-38.02808
634,SERGIPE,Mata Atlântica,0.0,0.0,0.27,8.8,-10.16994,-37.35035
635,ALAGOAS,Caatinga,0.0,0.0,0.28,6.6,-9.3869,-36.58577
636,ALAGOAS,Caatinga,1.0,0.25,1.0,4.5,-9.82034,-37.23276
637,PERNAMBUCO,Caatinga,0.0,0.0,0.07,4.5,-8.83343,-37.44905
638,BAHIA,Caatinga,0.0,0.0,0.24,2.0,-11.34281,-39.07151
639,ALAGOAS,Caatinga,0.0,0.32,0.05,7.0,-9.1232,-37.78825
640,PERNAMBUCO,Caatinga,0.0,0.3,0.58,5.6,-7.80432,-35.61407
641,ALAGOAS,Caatinga,0.0,0.06,0.27,16.2,-9.25846,-37.74406
642,BAHIA,Mata Atlântica,2.0,0.0,0.07,11.4,-12.00701,-38.16552
643,BAHIA,Caatinga,0.0,0.0,0.15,2.8,-10.33591,-39.37664
644,ALAGOAS,Mata Atlântica,0.0,0.0,1.0,2.9,-9.35103,-36.21634
645,ALAGOAS,Caatinga,2.0,0.4,0.2,4.3,-9.87413,-37.12168
646,PERNAMBUCO,Caatinga,0.0,0.0,0.89,1.3,-9.17817,-36.58575
